KEGG_ID	SMILES
C01536	CC12CCC3C(=CC(=O)C(O3)C(C)(C)O)C1(CCC4C2(C5=C(C4)C6=CC=CC=C6N5)C)O
C00736	C[N+]1(CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)OC)O)O)OC)C
C00097	CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F
C14179	CCC(C)C1=CC=CC=C1NC(=O)C(C)OC(=O)CCC2=NC3=CC=CC=C3S2
C00329	CN1C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O
C01733	C1=C(C(=O)NC(=O)N1C2C(C(C(O2)C(C(=O)O)NC(=O)C(C(C(COC(=O)N)O)O)N)O)O)C(=O)O
C00073	CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C
C00310	C[N+](C)(C)CCCCCC[N+](C)(C)C
C00156	C1CN(CCN1CCCC2=CC=CC=C2)CCOC(C3=CC=CC=C3)C4=CC=CC=C4
C00019	CCCCCCCC=CC(C#CC#CC(C=C)O)O
C02463	CCOC(=O)C1=C(SC2=C1CCN(C2)CC3=CC=CC=C3)N
C01585	CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C
C00283	CC1=C(C2=CC3=NC(=CC4=C(C(=CO)C(=N4)C=C5C(=C(C(=N5)C=C1N2)C(CCC=C(C)CCC=C(C)CCC=C(C)C)O)C)CCC(=O)O)C(=C3C)CCC(=O)O)C=C
C00645	CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O
C01029	CC(C)N1C=NC2=C(N=C(N=C21)NCC3=CC=C(C=C3)OC)NCC4=CC=C(C=C4)OC
C20364	CC(C)CCC1C2CC(CN(C2)C(=O)C3=NC4=C(C=C3)C=NN4)C5N1C(=O)CCC5
C00072	C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
C00897	CN(C1=CC=C(C=C1)C=CC(=O)NO)S(=O)(=O)C2=CC=CC=C2
C00208	C=CCC(C=O)C1CCCC1O
C00214	C(CC(=O)NC(CSN=O)C(=O)NCC(=O)O)C(C(=O)O)N
C03401	CC12CCC3C(C1CCC2(C#C)O)CCC4=C3CCC(=O)C4
C00969	CC(C)CC(CC(=O)NO)C(=O)NC(CCC1=CC=CC=C1)C(=O)NC
C02979	C1=CC=C2C(=C1)C=CC3=CC4=C(C=CC5=CC=CC=C54)C=C32
C00031	CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C
C00038	C1C[NH2+]CC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O
C00279	CCCCCCCCCCCCCCCC(=O)OC1CC(=C(C(C1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2C(=CC(CC2(C)C)OC(=O)CCCCCCCCCCCCCCC)C)C)C)C
C07225	C[N+](C)(CCCCCC[N+](C)(C)C1C2=CC=CC=C2C3=CC=CC=C13)C4C5=CC=CC=C5C6=CC=CC=C46.[Br-].[Br-]
C00703	CN1C2CCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C
C00806	CCCC(C)(COC(=O)N)COC(=O)N
C00078	C1CN(CCN1CC=CC2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F
C00979	COC1=CC=C(C=C1)S(=O)(=O)C2CC3=CC=CC=C3CC2C(=O)NO
C00047	C1C(OC2=C(C13C(=O)NC(=O)N3)C=C(C=C2)F)C(=O)N
C01346	C1C2=NOC(=O)N2C3=C(O1)C=CC(=C3)Br
C00196	C(C(=O)O)NCP(=O)(O)O
C00159	CC(=CCCC(=CCCC(=CCCC(=O)OCC=C(C)CCC=C(C)C)C)C)C
C11453	C1=CC=C2C(=C1)NC(=O)S2
C00002	CC(=O)OC1CCC2C3CCC4(C(C3CCC2=C1)CCC4(C#C)OC(=O)C)C
C00645	CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O
C00508	COC1=CC=C(C=C1)C(=O)C(C2=CC=CC=C2)O
C00881	[CH3-].CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)(O)OC(C)CNC(=O)CCC4(C(C5=NC4=C(C6=NC(=CC7=NC(=C(C8=NC5(C(C8CCC(=O)N)(C)CC(=O)N)C)C)C(C7CCC(=O)N)(C)CC(=O)N)C(C6CCC(=O)N)(C)C)C)CC(=O)N)C)O.[Co]
C00295	C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl
C00463	CC(C)OC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC=CC=C3
C00282	CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(CCC=C(C)CCC=C(C)CCC=C(C)C)O)C)C=O)CCC(=O)O)C(=C3C)CCC(=O)O)C=C.[Fe+2]
C00455	C(CO)N(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)CO
C00101	C1=CC=C(C=C1)C(C2=CC=C(C=C2)F)(C3=CC=CC=C3F)N4C=CN=C4
C01103	CC1=CC(=O)OC2=C1C=CC(=C2)NC(=O)C(CC(=O)O)NC(=O)C(C)NC(=O)C(C(C)C)NC(=O)C(CC3=CC=C(C=C3)O)NC(=O)C
C07597	CC1CC2C3CC(C4=CC(=O)CCC4(C3C(CC2(C1(C(=O)CO)O)C)O)C)F
C00380	CC1CC1(CCC(C)C2CCC3(C2(CC=C4C3CC(C5C4(CC(C(C5)OS(=O)(=O)O)OS(=O)(=O)O)C)OS(=O)(=O)O)C)C)C(C)C
C01888	CC1C(C(C(C(O1)OC2=C(OC3=CC(=O)C=C(C3=C2O)O)C4=CC(=C(C=C4)O)O)O)O)O
C00064	CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
C00303	CC(=O)OC1CC2C3(CCC4C(CCCC4(C3CC(C2(C5C1=COC5OC(=O)C)C)O)C)(C)C)C
C00116	CCC(=C(CC)C1=CC=C(C=C1)OP(=O)(O)O)C2=CC=C(C=C2)OP(=O)(O)O
C00475	CC(C)CN1C2=C(C(=O)N(C1=O)C)NC=N2
C00188	COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
C16438	CCCC(=O)NCC(=O)NC1=CC(=CC(=C1)OC)OC
C00152	C#CC(CCC(=O)O)N
C00647	CC(=O)C(=C(NC1=CC(=CC=C1)F)O)C#N
C00140	C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl
C02989	CN1CC(C2=CC(=O)C(=O)C=C21)O
C00149	CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O
C00601	COC1=C(C=C(C=C1)C2=C3C4=CC(=C(C=C4CCN3C5=C(OC6=CC(=O)C(=CC6=C25)OC)O)OC)OC)O
C00243	CC1CNCCN1S(=O)(=O)C2=CC=CC3=C2C=CN=C3
C01970	CC(C12CC3CC(C1)CC(C3)C2)N
C01104	CC(C)C(C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NC1=CC=C(C=C1)[N+](=O)[O-])NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C
C01585	CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C
C01733	C1=C(C(=O)NC(=O)N1C2C(C(C(O2)C(C(=O)O)NC(=O)C(C(C(COC(=O)N)O)O)N)O)O)C(=O)O
C00073	CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C
C00103	CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)O)O)O)C3=CC=C(C=C3)F
C00716	CN1CC(C=C2C1CC3=CNC4=CC=CC2=C34)CO
C00065	C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O
C06423	COC1=CC=CC=C1C=O
C03758	CCO[Si](OCC)(OCC)OCC
C01005	C1=CC(=C(C=C1O)O)C2=C(C(=C3C(=CC(=O)C=C3O2)O)O)O
C05123	C1=CC=C(C=C1)NC2=CC(=CC=C2)Cl
C00330	CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N
C00212	CC1CC(=O)C=C(C12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC
C10438	C[SnH](C)C
C00423	C1=CC=C2C(=C1)C(=CN2)CCCOP(=O)(O)O
C00182	C1(C(C(OC(C1O)O)C(=O)N)O)O
C00021	CC(CCCC(C(F)(F)F)(C(F)(F)F)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C
C00250	CCOC(=O)C1=C(OC2=C(C1C(C#N)C(=O)OCC)C=C(C=C2)Br)N
C00565	CCCCCCOC(=O)C1(CC2N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N(C7=C53)C1(O2)C)CNC6=O)O
C00256	CSCCC1C(=O)N2CCCC2C(=O)NC(C3=NC(=CS3)C(=O)NC(C(=O)N4CCCC4C(=O)N5CCCC5C(=O)N1)CCS(=O)C)CC6=CC=CC=C6
C00360	CC(CC1=CC=C(C=C1)O)N
C00212	CC1CC(=O)C=C(C12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC
C16438	CCCC(=O)NCC(=O)NC1=CC(=CC(=C1)OC)OC
C00152	C#CC(CCC(=O)O)N
C00887	C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)NC3=CC=C(C=C3)CC(=O)NO
C00703	CN1C2CCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C
C00330	CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N
C00458	CC(=O)N(C)C1=C(C(=C(C(=C1I)C(=O)NCC(=O)NC2=C(C(=C(C(=C2I)C(=O)O)I)C(=O)NCCO)I)I)C(=O)NC)I
C00580	CCCCS(=N)(=O)CCC(C)(C(=O)O)N
C05512	C#CCO
C00283	CC1=C(C2=CC3=NC(=CC4=C(C(=CO)C(=N4)C=C5C(=C(C(=N5)C=C1N2)C(CCC=C(C)CCC=C(C)CCC=C(C)C)O)C)CCC(=O)O)C(=C3C)CCC(=O)O)C=C
C00885	CC1=CC=C(O1)C[N+](C)(C)C
C07597	CC1CC2C3CC(C4=CC(=O)CCC4(C3C(CC2(C1(C(=O)CO)O)C)O)C)F
C16241	CC(C(=O)NCCC1=CC=CC=N1)N2C=CN=C2
C00725	C1=CC(=CC=C1CC(C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CCCCN)N)O
C00601	COC1=C(C=C(C=C1)C2=C3C4=CC(=C(C=C4CCN3C5=C(OC6=CC(=O)C(=CC6=C25)OC)O)OC)OC)O
C06186	C1=CC=C(C=C1)C(=O)OCCOCCOC(=O)C2=CC=CC=C2
C03263	C[N+]1(CCC(=C(C2=CC=CC=C2)C3=CC=CC=C3)CC1)C
C05123	C1=CC=C(C=C1)NC2=CC(=CC=C2)Cl
C05269	C1=CC=C(C=C1)CNCC2=CC=CC=C2
C01661	CCC1C(C(=O)NC1=CC2=C(C(=C(N2)C=C3C(=C(C(=CC4=NC(=O)C(=C4C)CC)N3)C)CCC(=O)O)CCC(=O)O)C)C
C00740	CC1=CC(=O)OC2=C1C=CC(=C2)NC(=O)C(CCCCNC(=O)C)NC(=O)OC(C)(C)C
C09306	C1=CC(=CC(=C1)Cl)OCC(=O)O
C00793	CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)[O-].[Na+]
C00199	CN(C)CCCN1C=C(C2=C1C=CC(=C2)OC)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54
C00020	CCCCCCCC=CCC#CC#CC(C=C)O
C00333	CN1CCCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
C11476	C1=CC=C(C=C1)S(=O)(=O)CCCl
C00704	C1CN(CCN1)C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC=C4
C05999	CC1=CC(=CC(=C1O)Br)C2(C3=CC=CC=C3S(=O)(=O)O2)C4=CC(=C(C(=C4)C)O)Br
C00424	C1C2=C3C4=CC=CC=C4N(C3=C5C(=C2C(=O)N1)C6=CC=CC=C6N5)CCC#N
C00100	C1CC1CN2C(=O)CN=C(C3=C2C=CC(=C3)Cl)C4=CC=CC=C4F
C00407	C1=C(C2=C(N1)C(=O)N=C(N2)N)C3C(C(C(N3)COP(=O)(O)O)O)O
C00164	C(CSC(CC(=O)O)C(=O)O)N=C(N)N
C15025	CCOC(=O)C1=C(C2=C(C=CC=C2S1)F)CN3CCCC(C3)O
C00455	C(CO)N(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)CO
C05629	COC(=O)CC(=O)OC
C02457	C1CN(CCC1N2C3=CC=CC=C3N=C2S)CCCC(=O)C4=CC=C(C=C4)F
C00262	CC(=O)OCC(=O)C1(CCC2C1(CC(C3(C2CC(C4=CC(=O)C(=CC43C)Br)F)F)O)C)OC(=O)C
C12621	CCOC(=O)CN1N=C(N=N1)C2=CC=CC=C2
C00387	CC(C)(CC1=CC=CC=C1)NC
C00294	CCCCCCC(COC(=O)C1=CN=CC=C1)(COC(=O)C2=CN=CC=C2)COC(=O)C3=CN=CC=C3
C01104	CC(C)C(C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NC1=CC=C(C=C1)[N+](=O)[O-])NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C
C00106	CC1=CNN=C1
C00114	C(=O)([O-])P(=O)([O-])[O-]
C00037	CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl
C01444	CCCOC1=CC2=C(C=C1)N=C(N2)NC(=O)OC
C00184	C(CC(=O)NO)C(C(=O)O)N
C01419	CC1OC(CS1)C[N+](C)(C)C
C00627	CC1=C(OC(=O)O1)COC(=O)C2C(SC3N2C(=O)C3NC(=O)C(C4=CC=CC=C4)N)(C)C
C01104	CC(C)C(C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NC1=CC=C(C=C1)[N+](=O)[O-])NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C
C02979	C1=CC=C2C(=C1)C=CC3=CC4=C(C=CC5=CC=CC=C54)C=C32
C00164	C(CSC(CC(=O)O)C(=O)O)N=C(N)N
C01161	CCCNC(=O)C(C(C(=O)O)O)O
C04043	CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C
C00257	CC(CCC(C)C(C)(C)C)C1CCC2C1(CCC3C2CC(C4C3(CC(C(C4)OS(=O)(=O)[O-])OS(=O)(=O)[O-])C)OS(=O)(=O)[O-])C
C00887	C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)NC3=CC=C(C=C3)CC(=O)NO
C00053	C1CCNC(C1)C[NH2+]C(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F
C00175	CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2
C00075	CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)F
C00175	CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2
C00337	CC=C1C2CC(CC1(C3=C(C2)NC(=O)C=C3)N)C
C06697	CCCCCCCCC=CCCCCCCCC(=O)[O-].[Na+]
C00116	CCC(=C(CC)C1=CC=C(C=C1)OP(=O)(O)O)C2=CC=C(C=C2)OP(=O)(O)O
C00212	CC1CC(=O)C=C(C12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC
C00233	C1CNCC(=C1)C(=O)O
C00446	CC(C(=O)NC1=C(C(=C(C(=C1I)C(=O)NC(CO)CO)I)C(=O)NC(CO)CO)I)O
C03384	CCN(CC)CCC(=O)OC1(CCCCC1)C2CCCCC2
C01083	CC1CCC(C1NC(=O)C(CC2=CC=CC=C2)CC(CN3CCN(CC3C(=O)NC(C)(C)C)C(=O)C4=CN=C(C(=N4)Cl)N5CCN(CC5)C)O)O
C00096	C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
C01146	CNC(CC(=O)O)C(=O)O
C00168	CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C
C00559	CC(C)(C)NC(=O)C1CSCN1C(=O)C(C(CC2=CC=CC=C2)NC(=O)C(CSC)NC(=O)COC3=CC=CC4=C3C=CN=C4)O
C00354	C1NC2=C(C=C(C(=C2)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N1
C00546	CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1
C00898	COC1=C(C=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)C=CC(=O)NO)OC
C06423	COC1=CC=CC=C1C=O
C00178	CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
C00035	CCNC(C)CC1=CC(=CC=C1)C(F)(F)F
C00507	CC1=C(C(=C(C(=C1CONC(=O)C2=CC=CC=C2)C)C)Br)C
C00364	C1CC(C2=C(C3=CC=CC=C3N=C2C1)N)O
C11143	CCC1C(=O)N(C(=O)N(C1=O)C2CCCCC2)C3CCCCC3
C00035	CCNC(C)CC1=CC(=CC=C1)C(F)(F)F
C00035	CCNC(C)CC1=CC(=CC=C1)C(F)(F)F
C00294	CCCCCCC(COC(=O)C1=CN=CC=C1)(COC(=O)C2=CN=CC=C2)COC(=O)C3=CN=CC=C3
C00159	CC(=CCCC(=CCCC(=CCCC(=O)OCC=C(C)CCC=C(C)C)C)C)C
C03765	C1CCC(CC1)(O)OOC2(CCCCC2)OO
C00979	COC1=CC=C(C=C1)S(=O)(=O)C2CC3=CC=CC=C3CC2C(=O)NO
C00238	CC(C)(C)C1=CC=C(C=C1)SC2=CC=CC3=C2C(=NC(=N3)N)N
C00007	CCN1C(C2=CC=CC=C2C1=O)NC3=CC=C(C=C3)OCCN4CCCCC4
C00099	CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF
C20679	CC1=CC2=C(C(=C1)C(C)NC3=CC=CC=C3)OC(=CC2=O)C4=CC(=O)N(C=C4)C
C00487	C1=CN=CC=C1C(=O)C2=C(C=[N+](C=C2)C3C(C(C(O3)COP(=O)([O-])OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)C(=O)N
C00318	CC(C)CC(C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)O)NC(=O)C(C(C)C)NC(=O)C(CCCCN)NC(=O)C(CC(=O)N)NC(=O)C(CCSC)NC(=O)C(CC(=O)O)NC(=O)C(CC1=CN=CN1)N
C00364	C1CC(C2=C(C3=CC=CC=C3N=C2C1)N)O
C00577	CC1=NC=C(C(=C1O)CNC(C=COCCN)C(=O)O)COP(=O)(O)O
C00463	CC(C)OC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC=CC=C3
C00305	CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C
C00295	C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl
C00299	COC1=C(C=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O
C00559	CC(C)(C)NC(=O)C1CSCN1C(=O)C(C(CC2=CC=CC=C2)NC(=O)C(CSC)NC(=O)COC3=CC=CC4=C3C=CN=C4)O
C00131	CCCCC(C)C(C(CC(C)CC(CCCCC(CC(C(C)N)O)O)O)OC(=O)CC(CC(=O)O)C(=O)O)OC(=O)CC(CC(=O)O)C(=O)O
C00695	CC1=CC(=C(C=C1)C(=O)C)NC(C2=C(C=CC=C2Cl)Cl)C(=O)N
C00013	CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C3)C(=CC(=C4N)S(=O)(=O)O)S(=O)(=O)O)O)C)N=NC5=C(C6=C(C=C5)C(=CC(=C6N)S(=O)(=O)O)S(=O)(=O)O)O
C00006	CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O
C03196	CC[N+](C)(C)C(C)CN1C2=CC=CC=C2SC3=CC=CC=C31.CCOS(=O)(=O)[O-]
C00160	CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC
C01762	CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O
C00025	CC(=CCCC(=CCCC(=CCO)C)C)C
C00302	CC1(C(N2C(S1)C(C2=O)N3C(=O)C(NC3(C)C)C4=CC=CC=C4)C(=O)O)C
C00103	CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)O)O)O)C3=CC=C(C=C3)F
C00122	CC(C=CC1CC=CC(=O)O1)(C(CC(C=CC=CC=CCO)O)OP(=O)(O)O)O
C00026	CC(=CCCC(=CCCC(=CCSCC(=O)O)C)C)C
C00437	CS(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC(=CC=C4)I
C00315	C1=CC(=C(C=C1C(CNCCCCCCNCC(C2=CC(=C(C=C2)O)O)O)O)O)O
C00407	C1=C(C2=C(N1)C(=O)N=C(N2)N)C3C(C(C(N3)COP(=O)(O)O)O)O
C01100	CC(C)C(C(=O)NC(C)C(=O)NC(CC(=O)O)C=O)NC(=O)C(CC1=CC=C(C=C1)O)N(C)C(=O)C
C00332	C(CCN=C(N)N)CC(C(=O)O)N
C00059	COC1=CC2=C(C=C1)NC3=C2C4=C(C=C3)C=C[N+](=C4)CCNCCCCCCNCC[N+]5=CC6=C(C=CC7=C6C8=C(N7)C=CC(=C8)OC)C=C5
C15672	CS(=O)(=O)NC1=CC=C(C=C1)C(=O)NCC2=COC=C2
C00077	C1C[NH+](CC[NH+]1CC=CC2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F
C01602	C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N
C00334	CC(C)(CCCC(CC(=O)OC)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O)O
C00025	CC(=CCCC(=CCCC(=CCO)C)C)C
C00302	CC1(C(N2C(S1)C(C2=O)N3C(=O)C(NC3(C)C)C4=CC=CC=C4)C(=O)O)C
C05810	C(CCO)CCO
C00245	C1=CC2=C(C=CN=C2)C(=C1)S(=O)(=O)NCCN
C00818	COC1=CC(=CC(=C1OC)OC)CCN
C00016	CCCCCC=CCC=CCC=CCC=CCCC(C)C(=O)NCCF
C20364	CC(C)CCC1C2CC(CN(C2)C(=O)C3=NC4=C(C=C3)C=NN4)C5N1C(=O)CCC5
C00072	C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
C00770	CC1(C2CCC(C2)C1(C)NC)C
C00086	CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
C00169	C1=CC(=C(C=C1O)C(=O)O)O
C00179	C(C1C(C(C(C(=N1)NO)O)O)O)O
C00141	CC1=NC=C(C(=N1)N)CN(C=O)C(=C(CCO)SSCC2CCCO2)C
C01118	CC(C(CC1=CC=CC=C1)NC(=O)C2CCCN2C(=O)C(C)NC(=O)OCC3=CC=CC=C3)O
C00114	C(=O)([O-])P(=O)([O-])[O-]
C00881	[CH3-].CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)(O)OC(C)CNC(=O)CCC4(C(C5=NC4=C(C6=NC(=CC7=NC(=C(C8=NC5(C(C8CCC(=O)N)(C)CC(=O)N)C)C)C(C7CCC(=O)N)(C)CC(=O)N)C(C6CCC(=O)N)(C)C)C)CC(=O)N)C)O.[Co]
C11457	CCC1=NC(=NC(=N1)N)N
C16241	CC(C(=O)NCCC1=CC=CC=N1)N2C=CN=C2
C00725	C1=CC(=CC=C1CC(C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CCCCN)N)O
C01204	C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O
C00239	CC1=NN=C(C2=CC3=C(C=C2C1)OCO3)C4=CC=C(C=C4)N
C00209	CCCN(CCC1=CC=CC=C1)C(=O)C2C(C(CC(O2)C(=O)O)N)NC(=O)C
C00533	C1C2=C3C4=CC=CC=C4NC3=C5C(=C2C(=O)N1)C6=CC=CC=C6N5
C00979	COC1=CC=C(C=C1)S(=O)(=O)C2CC3=CC=CC=C3CC2C(=O)NO
C00029	C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N
C00064	CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
C00303	CC(=O)OC1CC2C3(CCC4C(CCCC4(C3CC(C2(C5C1=COC5OC(=O)C)C)O)C)(C)C)C
C02107	CCOC(=O)C1=CSC(=N1)N2CCN(CC2)C3=NC4=CC=CC=C4SC3
C00108	CC12CCC(=O)C(=C1CCC3C2CCC4(C3CCC4=O)C)O
C00054	C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F
C00655	CC[N+](CC)(CC)CC(=O)NC1=C(C=CC=C1C)C
C00407	C1=C(C2=C(N1)C(=O)N=C(N2)N)C3C(C(C(N3)COP(=O)(O)O)O)O
C01051	C1=CSC(=C1)CNS(=O)(=O)C2=CC=C(S2)S(=O)(=O)N
C00239	CC1=NN=C(C2=CC3=C(C=C2C1)OCO3)C4=CC=C(C=C4)N
C02780	CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3
C00768	COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3
C00135	C1COC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-]
C00362	CCCCCC(=O)OC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)C(=O)C
C00262	CC(=O)OCC(=O)C1(CCC2C1(CC(C3(C2CC(C4=CC(=O)C(=CC43C)Br)F)F)O)C)OC(=O)C
C04294	C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-]
C00283	CC1=C(C2=CC3=NC(=CC4=C(C(=CO)C(=N4)C=C5C(=C(C(=N5)C=C1N2)C(CCC=C(C)CCC=C(C)CCC=C(C)C)O)C)CCC(=O)O)C(=C3C)CCC(=O)O)C=C
C01330	C1=CC=C(C=C1)C(CCN)OC2=CC=C(C=C2)C(F)(F)F
C00082	CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(C5=CC(=O)C=CC54C)F)F)O)C)OC(O2)(C)C
C01536	CC12CCC3C(=CC(=O)C(O3)C(C)(C)O)C1(CCC4C2(C5=C(C4)C6=CC=CC=C6N5)C)O
C00164	C(CSC(CC(=O)O)C(=O)O)N=C(N)N
C00061	COC1(C2N(C1=O)C(=C(CO2)CSC3=NN=NN3CCO)C(=O)O)NC(=O)CSCF
C00736	C[N+]1(CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)OC)O)O)OC)C
C00097	CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F
C00093	CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F
